Trinity_ID	178	359	463	cluster	V2.x	uniprot_acc_ID	V4.x	V5.x	V6.x	V7.x	V8.x	V9.x	V10.x	V11.x	V12.x	V13	V14	V2.y	V3	V4.y	V5.y	V6.y	V7.y	V8.y	V9.y	V10.y	V11.y	V12.y
TRINITY_DN8073_c0_g2_i1	3	21	54	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7246_c1_g1_i5	22	73	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN600_c1_g1_i2	6	45	178	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN41_c0_g2_i2	216	420	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3713_c7_g1_i5	19078	10556	90	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1628_c0_g1_i3	93	34	2	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7969_c0_g1_i5	51	33	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4677_c1_g1_i8	76	185	18	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16837_c0_g1_i2	244	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26558_c0_g1_i3	265	176	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2327_c0_g2_i14	147	1070	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2140_c1_g1_i1	17	15	46	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18658_c2_g1_i1	129	79	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10409_c2_g1_i12	94	256	409	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1697_c3_g1_i7	40	190	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN24104_c0_g1_i2	66	71	6	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19950_c0_g1_i5	0	2	73	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6439_c1_g1_i2	18	143	0	2	sp	Q8WVM8	SCFD1_HUMAN	55.2	640	262	11	2067	187	13	640	5.6e-194	679.1	SCFD1_HUMAN	reviewed	Sec1 family domain-containing protein 1 (SLY1 homolog) (Sly1p) (Syntaxin-binding protein 1-like 2)	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23	Homo sapiens (Human)	642	cell morphogenesis [GO:0000902]; COPII vesicle coating [GO:0048208]; negative regulation of autophagosome assembly [GO:1902902]; phagocytosis [GO:0006909]; post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of protein transport [GO:0051223]; response to hypoxia [GO:0001666]; response to toxic substance [GO:0009636]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; toxin transport [GO:1901998]; vesicle docking involved in exocytosis [GO:0006904]	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi-associated vesicle [GO:0005798]; Golgi cisterna membrane [GO:0032580]; Golgi transport complex [GO:0017119]; plasma membrane [GO:0005886]	protein N-terminus binding [GO:0047485]; syntaxin binding [GO:0019905]	cis-Golgi network [GO:0005801]; cytosol [GO:0005829]; endoplasmic reticulum membrane [GO:0005789]; Golgi cisterna membrane [GO:0032580]; Golgi transport complex [GO:0017119]; Golgi-associated vesicle [GO:0005798]; plasma membrane [GO:0005886]; protein N-terminus binding [GO:0047485]; syntaxin binding [GO:0019905]; cell morphogenesis [GO:0000902]; COPII vesicle coating [GO:0048208]; negative regulation of autophagosome assembly [GO:1902902]; phagocytosis [GO:0006909]; post-Golgi vesicle-mediated transport [GO:0006892]; protein transport [GO:0015031]; regulation of ER to Golgi vesicle-mediated transport [GO:0060628]; regulation of protein transport [GO:0051223]; response to hypoxia [GO:0001666]; response to toxic substance [GO:0009636]; retrograde vesicle-mediated transport, Golgi to ER [GO:0006890]; toxin transport [GO:1901998]; vesicle docking involved in exocytosis [GO:0006904]	GO:0000902; GO:0001666; GO:0005789; GO:0005798; GO:0005801; GO:0005829; GO:0005886; GO:0006890; GO:0006892; GO:0006904; GO:0006909; GO:0009636; GO:0015031; GO:0017119; GO:0019905; GO:0032580; GO:0047485; GO:0048208; GO:0051223; GO:0060628; GO:1901998; GO:1902902
TRINITY_DN1044_c0_g1_i53	91	156	25	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2761_c1_g1_i11	137	211	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN36128_c0_g1_i2	6	23	126	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN35745_c0_g1_i3	644	448	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3574_c0_g4_i1	91	63	134	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3115_c1_g1_i9	248	258	252	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4283_c1_g1_i1	27	84	1	2	sp	P35068	H2B1_TIGCA	65.2	69	24	0	366	572	1	69	1.9e-16	87.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN95573_c0_g1_i2	34	80	94	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7597_c0_g1_i14	31	98	12	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN17657_c1_g1_i1	1987	1017	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN47_c1_g1_i4	3	361	18	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6087_c0_g1_i18	31	25	70	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5968_c0_g1_i2	95	36	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1101_c0_g1_i3	704	527	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2372_c3_g1_i14	475	850	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26355_c0_g1_i2	171	26	19	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3537_c4_g1_i18	54	81	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN53076_c0_g2_i1	72	291	14	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN107_c1_g1_i7	5	85	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8898_c0_g1_i4	263	339	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN56294_c0_g1_i1	0	1	68	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1399_c1_g1_i2	686	627	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16334_c0_g1_i4	36	28	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN186_c2_g1_i3	124	1689	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN855_c3_g1_i4	53	115	576	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1459_c8_g1_i1	5018	1853	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5256_c0_g1_i3	44	33	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN51117_c0_g1_i10	28	11	25	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN18882_c2_g1_i3	0	0	82	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12204_c0_g1_i1	212	48	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5636_c0_g1_i1	13	80	11	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8889_c0_g1_i11	98	0	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10083_c0_g1_i3	52	34	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN19652_c0_g1_i1	1287	2162	3	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN13702_c0_g3_i1	549	329	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN632_c0_g1_i14	9	92	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28252_c0_g1_i12	157	232	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7531_c0_g1_i11	160	168	0	1	sp	Q5R9S5	ZN182_PONAB	48.5	136	63	1	4	390	227	362	1.8e-31	136.7	ZN182_PONAB	reviewed	Zinc finger protein 182 (Zinc finger protein 21)	ZNF182 ZNF21	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	620	regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	nucleus [GO:0005634]	DNA binding [GO:0003677]; metal ion binding [GO:0046872]	nucleus [GO:0005634]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0046872
TRINITY_DN3139_c0_g1_i3	171	358	265	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN856_c5_g1_i5	182	1237	5	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN11938_c2_g1_i2	128	187	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN607_c0_g1_i3	0	149	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN24286_c0_g1_i19	40	26	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8941_c0_g1_i9	118	106	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN4342_c0_g1_i10	70	63	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5882_c0_g1_i30	105	109	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2694_c0_g1_i5	39	24	29	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN65054_c0_g1_i2	27	45	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN556_c1_g1_i4	275	200	0	3	sp	Q9XG77	PSA6_TOBAC	53.9	241	109	1	1260	538	8	246	4.6e-66	253.4	PSA6_TOBAC	reviewed	Proteasome subunit alpha type-6 (EC 3.4.25.1) (20S proteasome alpha subunit A) (20S proteasome subunit alpha-1)	PAA1 PSA1	Nicotiana tabacum (Common tobacco)	246	ubiquitin-dependent protein catabolic process [GO:0006511]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]	threonine-type endopeptidase activity [GO:0004298]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; proteasome core complex, alpha-subunit complex [GO:0019773]; threonine-type endopeptidase activity [GO:0004298]; ubiquitin-dependent protein catabolic process [GO:0006511]	GO:0004298; GO:0005634; GO:0005737; GO:0006511; GO:0019773
TRINITY_DN25296_c0_g1_i2	236	346	28	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3038_c0_g1_i2	1931	905	30	3	sp	P46837	YHGF_ECOLI	37	514	269	12	879	2273	20	527	2.9e-71	272.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3038_c0_g1_i2	1931	905	30	3	sp	P46837	YHGF_ECOLI	33.2	196	107	7	2287	2823	533	721	3.1e-17	92.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10297_c1_g2_i3	373	529	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16991_c0_g1_i1	1067	791	96	3	sp	Q55BA5	DCC1_DICDI	21.1	327	188	12	294	1124	45	351	6.8e-06	53.9	DCC1_DICDI	reviewed	Probable sister chromatid cohesion protein DCC1	DDB_G0271400	Dictyostelium discoideum (Slime mold)	376	DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; regulation of DNA replication [GO:0006275]	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Ctf18 RFC-like complex [GO:0031390]; nucleoplasm [GO:0005654]	DNA binding [GO:0003677]	chromatin [GO:0000785]; chromosome, centromeric region [GO:0000775]; Ctf18 RFC-like complex [GO:0031390]; nucleoplasm [GO:0005654]; DNA binding [GO:0003677]; DNA replication [GO:0006260]; maintenance of mitotic sister chromatid cohesion [GO:0034088]; regulation of DNA replication [GO:0006275]	GO:0000775; GO:0000785; GO:0003677; GO:0005654; GO:0006260; GO:0006275; GO:0031390; GO:0034088
TRINITY_DN4066_c0_g1_i6	73	143	97	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN890_c0_g1_i10	76	105	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6419_c0_g1_i5	14	306	0	2	sp	Q29116	TENA_PIG	33.2	575	248	13	2437	779	161	621	1.2e-32	143.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10739_c0_g1_i1	71	98	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9198_c0_g1_i3	136	393	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1859_c2_g1_i1	472	655	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3842_c0_g1_i22	60	85	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN12371_c0_g1_i28	2	16	244	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3707_c0_g1_i1	7	88	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN5581_c1_g2_i3	65	0	32	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3508_c0_g1_i6	484	560	7443	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN76271_c0_g1_i6	852	1991	162	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN6469_c0_g1_i14	11	19	38	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN40532_c0_g1_i1	23	30	72	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN14944_c0_g1_i5	74	592	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN16582_c0_g1_i1	722	490	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN2161_c0_g1_i2	0	89	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN329_c19_g1_i2	85	85	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10737_c0_g3_i3	201	253	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN26758_c0_g1_i8	90	55	62	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN8086_c0_g1_i5	70	77	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN34879_c1_g1_i4	12	40	112	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN7640_c0_g2_i3	4661	6846	7	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN10737_c0_g3_i1	0	275	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN948_c0_g1_i3	6658	14042	14	2	sp	Q9AA17	NQOR_CAUVC	72.4	192	52	1	816	241	7	197	9.9e-72	271.6	NQOR_CAUCR	reviewed	NAD(P)H dehydrogenase (quinone) (EC 1.6.5.2) (Flavoprotein WrbA) (NAD(P)H:quinone oxidoreductase) (NQO)	CC_0791	Caulobacter crescentus (strain ATCC 19089 / CB15)	199			FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]	FMN binding [GO:0010181]; NAD(P)H dehydrogenase (quinone) activity [GO:0003955]	GO:0003955; GO:0010181
TRINITY_DN6091_c1_g1_i9	0	0	78	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN58765_c0_g1_i1	56	9	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN61591_c0_g1_i11	10	36	23	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN27793_c0_g1_i1	183	486	0	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN1354_c0_g1_i33	54	80	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN24521_c0_g1_i1	1434	678	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN9189_c0_g1_i10	1154	1489	90	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN3994_c0_g1_i2	520	265	1	3	sp	Q9SYA6	RPBAL_ARATH	67.2	67	22	0	557	357	1	67	2.2e-21	104	RPBAL_ARATH	reviewed	DNA-directed RNA polymerase subunit 10-like protein (ABC10) (DNA-directed RNA polymerase III subunit L) (DNA-directed RNA polymerases I, II, and III subunit RPABC5) (RNA polymerases I, II, and III subunit ABC5) (RPB10 homolog)	NRPB10L At1g61700 T13M11.6	Arabidopsis thaliana (Mouse-ear cress)	71	transcription from RNA polymerase III promoter [GO:0006383]; transcription from RNA polymerase II promoter [GO:0006366]; transcription from RNA polymerase I promoter [GO:0006360]	DNA-directed RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase II, core complex [GO:0005665]; DNA-directed RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]	DNA-directed RNA polymerase I complex [GO:0005736]; DNA-directed RNA polymerase II, core complex [GO:0005665]; DNA-directed RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; zinc ion binding [GO:0008270]; transcription from RNA polymerase I promoter [GO:0006360]; transcription from RNA polymerase II promoter [GO:0006366]; transcription from RNA polymerase III promoter [GO:0006383]	GO:0003677; GO:0003899; GO:0005665; GO:0005666; GO:0005736; GO:0006360; GO:0006366; GO:0006383; GO:0008270
TRINITY_DN17327_c0_g1_i5	190	88	21	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN77562_c2_g1_i1	122	92	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN28261_c0_g1_i8	0	0	132	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
TRINITY_DN224_c0_g1_i2	32	144	0	2	sp	P62938	PPIA_CHLAE	100	165	0	0	66	560	1	165	7.2e-96	351.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
